Kp:0.250000,Ki:0.010000,Kd:4.000000
  3000,     0,   255,3000,10.000,12000.000
  3000,     7,   255,2993,10.000,-28.000
  3000,    30,   255,2970,10.000,-92.000
  3000,    64,   255,2936,10.000,-136.000
  3000,   105,   255,2895,10.000,-164.000
  3000,   152,   255,2848,10.000,-188.000
  3000,   204,   255,2796,10.000,-208.000
  3000,   260,   255,2740,10.000,-224.000
  3000,   318,   255,2682,10.000,-232.000
  3000,   378,   255,2622,10.000,-240.000
  3000,   441,   255,2559,10.000,-252.000
  3000,   504,   255,2496,10.000,-252.000
  3000,   569,   255,2431,10.000,-260.000
  3000,   635,   255,2365,10.000,-264.000
  3000,   702,   255,2298,10.000,-268.000
  3000,   769,   255,2231,10.000,-268.000
  3000,   836,   255,2164,10.000,-268.000
  3000,   904,   255,2096,10.000,-272.000
  3000,   972,   245,2028,10.000,-272.000
  3000,  1040,   228,1960,10.000,-272.000
  3000,  1107,   215,1893,10.000,-268.000
  3000,  1173,   202,1827,10.000,-264.000
  3000,  1238,   190,1762,10.000,-260.000
  3000,  1301,   182,1699,10.000,-252.000
  3000,  1362,   175,1638,10.000,-244.000
  3000,  1422,   164,1578,10.000,-240.000
  3000,  1479,   162,1521,10.000,-228.000
  3000,  1534,   156,1466,10.000,-220.000
  3000,  1587,   151,1413,10.000,-212.000
  3000,  1639,   142,1361,10.000,-208.000
  3000,  1688,   142,1312,10.000,-196.000
  3000,  1735,   138,1265,10.000,-188.000
  3000,  1781,   130,1219,10.000,-184.000
  3000,  1826,   123,1174,10.000,-180.000
  3000,  1868,   125,1132,10.000,-168.000
  3000,  1909,   118,1091,10.000,-164.000
  3000,  1948,   117,1052,10.000,-156.000
  3000,  1987,   107,1013,10.000,-156.000
  3000,  2023,   110, 977,10.000,-144.000
  3000,  2059,   101, 941,10.000,-144.000
  3000,  2093,   100, 907,10.000,-136.000
  3000,  2126,    96, 874,10.000,-132.000
  3000,  2157,    96, 843,10.000,-124.000
  3000,  2188,    89, 812,10.000,-124.000
  3000,  2217,    89, 783,10.000,-116.000
  3000,  2246,    82, 754,10.000,-116.000
  3000,  2273,    83, 727,10.000,-108.000
  3000,  2299,    81, 701,10.000,-104.000
  3000,  2325,    74, 675,10.000,-104.000
  3000,  2349,    76, 651,10.000,-96.000
  3000,  2373,    70, 627,10.000,-96.000
  3000,  2395,    73, 605,10.000,-88.000
  3000,  2417,    67, 583,10.000,-88.000
  3000,  2439,    62, 561,10.000,-88.000
  3000,  2459,    65, 541,10.000,-80.000
  3000,  2479,    60, 521,10.000,-80.000
  3000,  2498,    59, 502,10.000,-76.000
  3000,  2516,    59, 484,10.000,-72.000
  3000,  2534,    54, 466,10.000,-72.000
  3000,  2551,    54, 449,10.000,-68.000
  3000,  2568,    50, 432,10.000,-68.000
  3000,  2584,    50, 416,10.000,-64.000
  3000,  2599,    50, 401,10.000,-60.000
  3000,  2614,    46, 386,10.000,-60.000
  3000,  2628,    47, 372,10.000,-56.000
  3000,  2642,    43, 358,10.000,-56.000
  3000,  2655,    44, 345,10.000,-52.000
  3000,  2668,    41, 332,10.000,-52.000
  3000,  2680,    42, 320,10.000,-48.000
  3000,  2692,    39, 308,10.000,-48.000
  3000,  2704,    36, 296,10.000,-48.000
  3000,  2715,    37, 285,10.000,-44.000
  3000,  2726,    34, 274,10.000,-44.000
  3000,  2736,    36, 264,10.000,-40.000
  3000,  2746,    33, 254,10.000,-40.000
  3000,  2756,    31, 244,10.000,-40.000
  3000,  2765,    32, 235,10.000,-36.000
  3000,  2774,    30, 226,10.000,-36.000
  3000,  2783,    28, 217,10.000,-36.000
  3000,  2791,    30, 209,10.000,-32.000
  3000,  2799,    28, 201,10.000,-32.000
  3000,  2807,    26, 193,10.000,-32.000
  3000,  2814,    28, 186,10.000,-28.000
  3000,  2821,    26, 179,10.000,-28.000
  3000,  2829,    20, 171,10.000,-32.000
  3000,  2835,    27, 165,10.000,-24.000
  3000,  2842,    21, 158,10.000,-28.000
