   562,     0, 184,   562,4.496,174.220,184
   562,   114,-22,   448,8.000,-35.340,-22
   562,   203,-16,   359,8.000,-27.590,-16
   562,   201, 12,   361,8.000,0.620, 12
   562,   202, 11,   360,8.000,-0.310, 11
   562,   209,  9,   353,8.000,-2.170,  9
   562,   218,  8,   344,8.000,-2.790,  8
   562,   224,  9,   338,8.000,-1.860,  9
   562,   229,  9,   333,8.000,-1.550,  9
   562,   236,  9,   326,8.000,-2.170,  9
   562,   243,  9,   319,8.000,-2.170,  9
   562,   250,  8,   312,8.000,-2.170,  8
   562,   256,  9,   306,8.000,-1.860,  9
   562,   262,  9,   300,8.000,-1.860,  9
   562,   270,  8,   292,8.000,-2.480,  8
   562,   276,  9,   286,8.000,-1.860,  9
   562,   282,  8,   280,8.000,-1.860,  8
   562,   288,  8,   274,8.000,-1.860,  8
   562,   294,  8,   268,8.000,-1.860,  8
   562,   299,  9,   263,8.000,-1.550,  9
   562,   306,  8,   256,8.000,-2.170,  8
   562,   312,  8,   250,8.000,-1.860,  8
   562,   318,  8,   244,8.000,-1.860,  8
   562,   323,  8,   239,8.000,-1.550,  8
   562,   328,  8,   234,8.000,-1.550,  8
   562,   333,  8,   229,8.000,-1.550,  8
   562,   339,  8,   223,8.000,-1.860,  8
   562,   345,  8,   217,8.000,-1.860,  8
   562,   350,  8,   212,8.000,-1.550,  8
   562,   356,  8,   206,8.000,-1.860,  8
   562,   362,  8,   200,8.000,-1.860,  8
   562,   368,  8,   194,8.000,-1.860,  8
   562,   372,  8,   190,8.000,-1.240,  8
   562,   378,  7,   184,8.000,-1.860,  7
   562,   382,  8,   180,8.000,-1.240,  8
   562,   388,  7,   174,8.000,-1.860,  7
   562,   394,  7,   168,8.000,-1.860,  7
   562,   396,  9,   166,8.000,-0.620,  9
   562,   401,  8,   161,8.000,-1.550,  8
   562,   407,  7,   155,8.000,-1.860,  7
   562,   413,  7,   149,8.000,-1.860,  7
   562,   418,  7,   144,8.000,-1.550,  7
   562,   418,  9,   144,8.000,0.000,  9
   562,   420,  8,   142,8.000,-0.620,  8
   562,   427,  7,   135,8.000,-2.170,  7
   562,   431,  8,   131,8.000,-1.240,  8
   562,   436,  7,   126,8.000,-1.550,  7
   562,   442,  7,   120,8.000,-1.860,  7
   562,   444,  8,   118,8.000,-0.620,  8
   562,   449,  7,   113,8.000,-1.550,  7
   562,   454,  7,   108,8.000,-1.550,  7
   562,   459,  7,   103,8.000,-1.550,  7
   562,   464,  7,    98,8.000,-1.550,  7
   562,   466,  8,    96,8.000,-0.620,  8
   562,   468,  8,    94,8.000,-0.620,  8
   562,   472,  7,    90,8.000,-1.240,  7
   562,   476,  7,    86,8.000,-1.240,  7
   562,   482,  6,    80,8.000,-1.860,  6
   562,   484,  8,    78,8.000,-0.620,  8
   562,   490,  6,    72,8.000,-1.860,  6
   562,   492,  8,    70,8.000,-0.620,  8
   562,   498,  6,    64,8.000,-1.860,  6
   562,   501,  7,    61,8.000,-0.930,  7
   562,   507,  6,    55,8.000,-1.860,  6
   562,   510,  7,    52,8.000,-0.930,  7
   562,   514,  7,    48,8.000,-1.240,  7
   562,   514,  8,    48,8.000,0.000,  8
   562,   515,  8,    47,8.000,-0.310,  8
   562,   517,  7,    45,8.000,-0.620,  7
   562,   523,  6,    39,8.000,-1.860,  6
   562,   524,  8,    38,8.000,-0.310,  8
   562,   530,  6,    32,8.000,-1.860,  6
   562,   533,  7,    29,8.000,-0.930,  7
   562,   538,  6,    24,8.000,-1.550,  6
   562,   539,  7,    23,8.000,-0.310,  7
   562,   540,  7,    22,8.000,-0.310,  7
   562,   544,  6,    18,8.000,-1.240,  6
